link,id,price,location,area,rooms,heating,floor,maintenance_fee,condition,market,ownership,advertiser_type,year_built,elevator,building_type,windows,security,additional_features
https://www.otodom.pl/pl/oferta/klimatyzacja-nowa-kawalerka-wifi-w-cenie-zwierzeta-ok-ID4xIAX,395181820,2830,"ul. Ostrobramska, Gocław, Praga-Południe, Warszawa, mazowieckie",25m²,1,miejskie,> 10/16,220 zł/miesiąc,do zamieszkania,,,biuro nieruchomości,2025,tak,apartamentowiec,plastikowe,monitoring / ochronateren zamknięty,garaż/miejsce parkingowe | tylko dla niepalących | Wynajmę również studentom
https://www.otodom.pl/hpr/pl/oferta/komfortowe-dwa-pokoje-na-ul-podskarbinskiej-bez-prowizji-ID4xKrm,494181820,3800,"ul. Podskarbińska, Grochów, Praga-Południe, Warszawa, mazowieckie",37.6m²,2,miejskie,1/6,700 zł/miesiąc,do zamieszkania,,,biuro nieruchomości,,tak,apartamentowiec,plastikowe,teren zamknięty,balkon | garaż/miejsce parkingowe | Wynajmę również studentom
https://www.otodom.pl/pl/oferta/nowoczesne-mieszkanie-na-saskiej-kepie-ID4xzcl,566181821,8500,"ul. Lipska, Saska Kępa, Praga-Południe, Warszawa, mazowieckie",110m²,4,miejskie,3/3,1 600 zł/miesiąc,do zamieszkania,,,prywatny,1955,nie,kamienica,drewniane,teren zamknięty,ogródek | oddzielna kuchnia | tylko dla niepalących
https://www.otodom.pl/pl/oferta/bezposrednio-mieszkanie-63-m-kw-berezynska-ID2MbUT,807181821,4500,"ul. Berezyńska, Saska Kępa, Praga-Południe, Warszawa, mazowieckie",63m²,3,miejskie,1/2,1 150 zł/miesiąc,do zamieszkania,,,prywatny,,nie,kamienica,plastikowe,teren zamknięty,balkon | ogródek | piwnica | oddzielna kuchnia | Wynajmę również studentom
https://www.otodom.pl/pl/oferta/przestronne-i-klimatyczne-mieszkanie-ul-kobielska-32-ID4epM0,729181821,4500,"ul. Kobielska, Grochów, Praga-Południe, Warszawa, mazowieckie",60m²,3,gazowe,parter/4,brak informacji,do zamieszkania,,,prywatny,1938,nie,kamienica,plastikowe,,oddzielna kuchnia | Wynajmę również studentom
https://www.otodom.pl/pl/oferta/wygodne-2-pokoje-przy-promenadzie-ID4vDrF,998181821,3400,"ul. Jana Nowaka-Jeziorańskiego, Gocław, Praga-Południe, Warszawa, mazowieckie",44m²,2,miejskie,1/6,750 zł/miesiąc,do zamieszkania,,,prywatny,2023,tak,blok,plastikowe,monitoring / ochrona,balkon | garaż/miejsce parkingowe
https://www.otodom.pl/pl/oferta/30m2-praga-poludnie-obok-stacji-kolejowej-warszawa-grochow-ID4pNYw,502181821,3000,"ul. Przeworska, Grochów, Praga-Południe, Warszawa, mazowieckie",30m²,2,miejskie,1/5,500 zł/miesiąc,do zamieszkania,,,prywatny,2020,tak,blok,plastikowe,teren zamknięty,balkon | tylko dla niepalących | Wynajmę również studentom
https://www.otodom.pl/pl/oferta/ciche-mieszkanie-w-samym-sercu-saskiej-kepy-ID4xpBJ,657181821,3600,"Saska Kępa, Praga-Południe, Warszawa, mazowieckie",52m²,2,gazowe,1/2,855 zł/miesiąc,do zamieszkania,,,prywatny,1946,nie,kamienica,,teren zamknięty,ogródek | piwnica | oddzielna kuchnia | tylko dla niepalących
https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-przy-ul-garwolinskiej-przy-parku-ID4xDzW,967181821,4800,"ul. Garwolińska, Grochów, Praga-Południe, Warszawa, mazowieckie",48m²,3,miejskie,7/10,765 zł/miesiąc,do zamieszkania,,,prywatny,1970,tak,blok,plastikowe,,balkon | piwnica | oddzielna kuchnia
https://www.otodom.pl/pl/oferta/praga-poludnie-34-m-balkon-blisko-swps-ID4xrYU,285181821,3000,"ul. Grochowska, Grochów, Praga-Południe, Warszawa, mazowieckie",34.39m²,1,kotłownia,2/3,667 zł/miesiąc,do zamieszkania,,,biuro nieruchomości,1959,nie,blok,,teren zamknięty,balkon | oddzielna kuchnia
